date,close
14:02:05,58.13
14:02:00,53.98
14:01:55,67
14:01:50,89.7
14:01:45,99
14:01:40,130.28
14:01:35,166.7
14:01:30,234.98
14:01:25,345.44
14:01:20,443.34
14:01:15,543.7
14:01:10,200
14:01:05,605.23
14:01:00,622.77
14:00:55,626.2
14:00:50,628.44
14:00:45,636.23
14:00:40,633.68
14:00:35,624.31
14:00:30,629.32
14:00:25,618.63
14:00:20,599.55
14:00:15,609.86
14:00:10,617.62
14:00:05,614.48
14:00:00,606.98
